CarRegistration,start,end,latitude,longitude,duration
KF44LNGP,2022-07-14 15:05:35,2022-07-14 15:30:55,-25.786305156862806,28.28145188235291,1520.0
KF44LNGP,2022-07-14 16:04:25,2022-07-14 16:26:45,-26.134583000000017,28.228916000000023,1340.0
KF44LNGP,2022-07-14 16:31:45,2022-07-14 17:18:55,-26.13473299999992,28.229666000000126,2830.0
KF44LNGP,2022-07-14 17:46:15,2022-07-14 19:34:45,-26.14292191627796,28.074342145559203,6510.0
KF44LNGP,2022-07-14 20:01:45,2022-07-14 20:28:15,-26.134401991663548,28.22917427539943,1590.0
KF44LNGP,2022-07-14 20:32:05,2022-07-14 20:47:25,-26.13556699999999,28.230632999999994,920.0
KF44LNGP,2022-07-14 21:19:25,2022-07-14 21:24:55,-26.080017,27.98350000000002,330.0
KF44LNGP,2022-07-14 21:51:15,2022-07-14 22:50:15,-26.134597318309915,28.228682763380334,3540.0
KF44LNGP,2022-07-14 22:57:15,2022-07-14 23:06:15,-26.134199000000013,28.230350000000023,540.0
KF44LNGP,2022-07-15 00:01:25,2022-07-15 00:43:55,-25.773541103515722,28.22823764257826,2550.0
KF44LNGP,2022-07-15 01:24:55,2022-07-15 11:27:45,-25.995099065562787,28.176734271002704,36170.0
KF44LNGP,2022-07-15 12:11:05,2022-07-15 12:29:55,-26.153799447368453,28.0902183947368,1130.0
KF44LNGP,2022-07-15 13:03:15,2022-07-15 13:20:35,-26.193464733333343,28.035882219047625,1040.0
KF44LNGP,2022-07-15 13:58:45,2022-07-15 15:24:35,-25.960776525193943,28.10810582558109,5150.0
KF44LNGP,2022-07-15 15:45:05,2022-07-15 15:55:15,-26.096757596774207,28.084747435483845,610.0
KF44LNGP,2022-07-15 16:32:25,2022-07-15 16:38:05,-26.09081600000001,27.995317,340.0
KF44LNGP,2022-07-15 17:22:25,2022-07-15 17:44:25,-26.134542909774474,28.22908929323313,1320.0
KF44LNGP,2022-07-15 17:50:35,2022-07-15 18:16:15,-26.13438399999996,28.229401000000014,1540.0
KF44LNGP,2022-07-15 19:57:45,2022-07-15 20:37:55,-26.134283000000085,28.230083000000118,2410.0
KF44LNGP,2022-07-15 21:06:05,2022-07-15 21:11:05,-25.82623683870967,28.260049999999985,300.0
KF44LNGP,2022-07-15 21:15:45,2022-07-15 21:23:45,-25.84112082409109,28.280645472383657,480.0
KF44LNGP,2022-07-15 21:53:05,2022-07-15 22:04:05,-25.995016507462704,28.176683985074604,660.0
KF44LNGP,2022-07-15 22:33:25,2022-07-15 22:41:05,-26.131268,28.230700000000002,460.0
