Events,Vision Events,Date,Latitude,Longitude,Speed,Road Speed,Odometer,Linear G,Lateral G,Location,Geofences
, ,2022-07-01 03:43:30,-26.093445,28.110372,0,60.0,57272.613,0.0,0.0,"Freedom Charter Street, Alexandra, Gauteng, South Africa",
, ,2022-07-01 03:43:46,-26.093452,28.110353,0,60.0,57272.615,0.0,0.0,"Freedom Charter Street, Alexandra, Gauteng, South Africa",
, ,2022-07-01 03:44:29,-26.093398,28.110425,11,60.0,57272.624,0.0,0.0,"Freedom Charter Street, Alexandra, Gauteng, South Africa",
, ,2022-07-01 03:44:32,-26.093418,28.110554,21,60.0,57272.637,0.09,0.03,"Freedom Charter Street, Alexandra, Gauteng, South Africa",
, ,2022-07-01 03:44:42,-26.0937,28.111295,14,60.0,57272.718,-0.14,0.13,"Freedom Charter Street, Alexandra, Gauteng, South Africa",
, ,2022-07-01 03:44:52,-26.093277,28.11154,36,60.0,57272.771,0.09,0.05,"Freedom Charter Street, Alexandra, Gauteng, South Africa",
, ,2022-07-01 03:45:03,-26.092278,28.111912,41,60.0,57272.888,0.03,0.02,"Freedom Charter Street, Alexandra, Gauteng, South Africa",
, ,2022-07-01 03:45:13,-26.09133,28.112185,30,60.0,57272.997,-0.09,0.04,"Freedom Charter Street, Alexandra, Gauteng, South Africa",
, ,2022-07-01 03:45:23,-26.090984,28.11241,13,60.0,57273.041,-0.17,0.03,"Phil Machitela Street, Alexandra, Gauteng, South Africa",
, ,2022-07-01 03:45:33,-26.090947,28.112697,17,60.0,57273.07,0.09,0.14,"Far East Bank Drive, Alexandra, Gauteng, South Africa",
, ,2022-07-01 03:45:43,-26.089935,28.112664,40,60.0,57273.183,-0.09,0.02,"Far East Bank Drive, Alexandra, Gauteng, South Africa",
, ,2022-07-01 03:45:54,-26.089182,28.11248,24,60.0,57273.268,0.14,0.04,"Far East Bank Drive, Alexandra, Gauteng, South Africa",
Road Speed, ,2022-07-01 03:46:04,-26.088132,28.112107,63,60.0,57273.391,0.11,0.0,"Far East Bank Drive, Sandton, Gauteng, South Africa",
Road Speed, ,2022-07-01 03:46:14,-26.086365,28.110903,88,60.0,57273.621,-0.28,0.0,"Far East Bank Drive, Sandton, Gauteng, South Africa",
, ,2022-07-01 03:46:29,-26.084685,28.109567,48,60.0,57273.851,-0.2,0.17,"Far East Bank Drive, Sandton, Gauteng, South Africa",
Road Speed, ,2022-07-01 03:46:39,-26.084014,28.10816,65,60.0,57274.01,-0.06,0.06,"Far East Bank Drive, Sandton, Gauteng, South Africa",
, ,2022-07-01 03:46:49,-26.083193,28.106824,44,60.0,57274.172,-0.14,0.06,"Far East Bank Drive, Sandton, Gauteng, South Africa",
, ,2022-07-01 03:46:59,-26.082632,28.106617,24,80.0,57274.237,0.06,0.2,"Marlboro Drive, Sandton, Gauteng, South Africa",
, ,2022-07-01 03:47:09,-26.082535,28.107778,65,80.0,57274.354,0.03,0.0,"Marlboro Drive, Sandton, Gauteng, South Africa",
, ,2022-07-01 03:47:21,-26.082715,28.110204,71,80.0,57274.597,0.0,0.07,"Marlboro Drive, Sandton, Gauteng, South Africa",
, ,2022-07-01 03:47:31,-26.082432,28.112129,67,80.0,57274.792,-0.09,0.0,"Marlboro Drive, Sandton, Gauteng, South Africa",
, ,2022-07-01 03:47:48,-26.081912,28.114978,40,80.0,57275.082,-0.26,0.04,"Marlboro Drive, Sandton, Gauteng, South Africa",
Turning, ,2022-07-01 03:47:51,-26.081768,28.115247,29,40.0,57275.113,-0.14,0.44,"Sandton, Gauteng, South Africa",
Turning, ,2022-07-01 03:47:53,-26.08163,28.115284,35,40.0,57275.129,0.2,0.42,"Sandton, Gauteng, South Africa",
, ,2022-07-01 03:48:03,-26.081223,28.114627,36,40.0,57275.209,0.11,0.21,"Sandton, Gauteng, South Africa",
Road Speed, ,2022-07-01 03:48:13,-26.082558,28.11476,73,40.0,57275.358,0.14,0.03,"Sandton, Gauteng, South Africa",
, ,2022-07-01 03:48:54,-26.092799,28.117182,107,120.0,57276.522,0.0,0.05,"Eastern Bypass, Sandton, Gauteng, South Africa",
, ,2022-07-01 03:49:04,-26.095364,28.118239,104,120.0,57276.826,-0.03,0.05,"Eastern Bypass, Sandton, Gauteng, South Africa",
, ,2022-07-01 03:49:14,-26.097672,28.119527,96,120.0,57277.113,-0.03,0.05,"Eastern Bypass, Sandton, Gauteng, South Africa",
, ,2022-07-01 03:49:24,-26.099747,28.121,102,120.0,57277.387,0.03,0.05,"Eastern Bypass, Sandton, Gauteng, South Africa",
, ,2022-07-01 03:50:15,-26.110224,28.12997,106,120.0,57278.856,0.06,0.1,"Eastern Bypass, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 03:50:25,-26.11266,28.131385,113,120.0,57279.162,0.0,0.0,"Eastern Bypass, Kempton Park, Gauteng, South Africa",
Road Speed, ,2022-07-01 03:51:01,-26.122285,28.136064,109,60.0,57280.33,-0.06,0.11,"Edenvale, Gauteng, South Africa",
, ,2022-07-01 03:51:11,-26.125034,28.136289,115,120.0,57280.636,0.0,0.17,"Eastern Bypass, Edenvale, Gauteng, South Africa",
, ,2022-07-01 03:51:21,-26.127817,28.13532,114,120.0,57280.96,0.0,0.06,"Eastern Bypass, Edenvale, Gauteng, South Africa",
, ,2022-07-01 03:51:41,-26.133129,28.133565,102,120.0,57281.576,-0.03,0.05,"Eastern Bypass, Edenvale, Gauteng, South Africa",
, ,2022-07-01 03:51:52,-26.135927,28.132997,107,120.0,57281.893,0.0,0.05,"Eastern Bypass, Edenvale, Gauteng, South Africa",
, ,2022-07-01 03:52:39,-26.148514,28.131257,102,120.0,57283.303,0.03,0.1,"Eastern Bypass, Edenvale, Gauteng, South Africa",
, ,2022-07-01 03:52:49,-26.151142,28.131784,110,120.0,57283.6,0.03,0.0,"Eastern Bypass, Edenvale, Gauteng, South Africa",
, ,2022-07-01 03:52:59,-26.153852,28.132605,111,120.0,57283.912,0.0,0.05,"Eastern Bypass, Edenvale, Gauteng, South Africa",
, ,2022-07-01 03:53:09,-26.156625,28.13321,115,120.0,57284.226,0.03,0.06,"Eastern Bypass, Bedfordview, Gauteng, South Africa",
, ,2022-07-01 03:53:23,-26.160767,28.133645,120,120.0,57284.689,0.0,0.06,"Eastern Bypass, Bedfordview, Gauteng, South Africa",
, ,2022-07-01 03:53:36,-26.1646,28.133595,111,120.0,57285.115,0.0,0.05,"Eastern Bypass, Bedfordview, Gauteng, South Africa",
, ,2022-07-01 03:53:46,-26.166904,28.133432,73,120.0,57285.372,-0.06,0.07,"Bedfordview, Gauteng, South Africa",
Turning, ,2022-07-01 03:53:53,-26.167912,28.134084,71,120.0,57285.501,0.06,0.4,"Bedfordview, Gauteng, South Africa",
, ,2022-07-01 03:54:03,-26.167795,28.136069,77,120.0,57285.7,0.03,0.04,"Bedfordview, Gauteng, South Africa",
, ,2022-07-01 03:54:34,-26.165959,28.143837,107,120.0,57286.502,0.0,0.1,"R24, Bedfordview, Gauteng, South Africa",
, ,2022-07-01 03:54:44,-26.164834,28.146459,103,120.0,57286.792,-0.03,0.0,"R24, Edenvale, Gauteng, South Africa",
, ,2022-07-01 03:54:54,-26.163785,28.149045,98,120.0,57287.075,-0.03,0.05,"R24, Edenvale, Gauteng, South Africa",
, ,2022-07-01 03:55:05,-26.163439,28.151992,99,120.0,57287.372,0.0,0.0,"R24, Edenvale, Gauteng, South Africa",
, ,2022-07-01 03:55:15,-26.163359,28.154697,93,120.0,57287.642,-0.03,0.18,"Albertina Sisulu Freeway, Bedfordview, Gauteng, South Africa",
, ,2022-07-01 03:55:25,-26.162102,28.157142,104,120.0,57287.923,0.03,0.05,"Albertina Sisulu Freeway, Germiston, Gauteng, South Africa",
, ,2022-07-01 03:55:52,-26.156989,28.162449,105,120.0,57288.7,0.06,0.05,"Albertina Sisulu Freeway, Germiston, Gauteng, South Africa",
, ,2022-07-01 03:55:53,-26.154469,28.166217,0,120.0,57288.7,0.03,0.1,"Albertina Sisulu Freeway, Edenvale, Gauteng, South Africa",
, ,2022-07-01 03:56:02,-26.155294,28.164907,115,120.0,57289.009,0.0,0.0,"Albertina Sisulu Freeway, Edenvale, Gauteng, South Africa",
, ,2022-07-01 03:56:12,-26.153589,28.167535,117,120.0,57289.333,0.03,0.11,"Albertina Sisulu Freeway, Edenvale, Gauteng, South Africa",
, ,2022-07-01 03:56:24,-26.151189,28.170464,120,120.0,57289.729,0.03,0.12,"Albertina Sisulu Freeway, Germiston, Gauteng, South Africa",
, ,2022-07-01 03:56:34,-26.149679,28.173375,120,120.0,57290.064,-0.03,0.0,"Albertina Sisulu Freeway, Germiston, Gauteng, South Africa",
, ,2022-07-01 03:57:27,-26.142212,28.188769,119,120.0,57291.811,0.03,0.11,"Albertina Sisulu Freeway, Germiston, Gauteng, South Africa",
, ,2022-07-01 03:57:53,-26.137749,28.195397,105,120.0,57292.638,-0.06,0.05,"Albertina Sisulu Freeway, Germiston, Edenvale, Gauteng, South Africa",
, ,2022-07-01 03:58:36,-26.130507,28.205819,112,120.0,57293.953,0.03,0.16,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 03:58:46,-26.129369,28.208437,109,120.0,57294.244,0.06,0.11,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 03:58:56,-26.12894,28.211535,114,120.0,57294.557,0.0,0.11,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 03:59:06,-26.129354,28.214562,111,120.0,57294.862,0.0,0.05,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 03:59:22,-26.130487,28.219117,101,120.0,57295.334,-0.03,0.05,"R24, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 03:59:32,-26.13058,28.221789,89,120.0,57295.601,-0.06,0.04,"R24, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 03:59:42,-26.13064,28.224279,89,120.0,57295.85,-0.06,0.09,"R24, Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 03:59:52,-26.131635,28.22637,85,120.0,57296.086,0.0,0.04,"R24, Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:00:02,-26.132552,28.228064,60,60.0,57296.284,-0.06,0.11,"Kempton Park, Gauteng, South Africa",OR Tambo
Road Speed, ,2022-07-01 04:00:12,-26.13173,28.22942,67,50.0,57296.447,0.0,0.22,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:00:22,-26.130343,28.229674,41,60.0,57296.603,0.0,0.33,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:00:32,-26.13036,28.230754,19,60.0,57296.711,-0.11,0.22,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:00:42,-26.131295,28.23068,55,60.0,57296.815,0.03,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:00:53,-26.132162,28.230599,25,60.0,57296.912,-0.09,0.09,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:01:03,-26.13277,28.230092,43,60.0,57296.996,-0.06,0.02,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:01:14,-26.133434,28.229707,16,60.0,57297.08,0.09,0.09,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:01:14,-26.133474,28.229709,0,60.0,57297.084,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:01:14,-26.133474,28.229709,0,60.0,57297.084,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:01:15,-26.13363,28.229742,0,60.0,57297.08,0.14,0.05,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:01:32,-26.135229,28.229535,0,60.0,57297.08,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:03:30,-26.135229,28.229535,0,60.0,57297.08,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:03:30,-26.135229,28.229535,0,60.0,57297.08,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:42:15,-26.135229,28.229535,0,60.0,57297.084,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:42:33,-26.135229,28.229535,0,60.0,57297.084,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
Road Speed, ,2022-07-01 04:44:47,-26.133133,28.227404,50,40.0,57297.317,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
Road Speed, ,2022-07-01 04:44:47,-26.133133,28.227404,50,40.0,57297.317,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
Road Speed, ,2022-07-01 04:44:48,-26.133072,28.227284,49,40.0,57297.331,-0.03,0.23,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:44:58,-26.133557,28.226285,39,40.0,57297.444,-0.06,0.16,"Kempton Park, Gauteng, South Africa",OR Tambo
Turning, ,2022-07-01 04:45:06,-26.134194,28.226615,32,60.0,57297.522,0.03,0.43,"Kempton Park, Gauteng, South Africa",OR Tambo
Road Speed, ,2022-07-01 04:45:16,-26.13346,28.227689,61,60.0,57297.657,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
Road Speed, ,2022-07-01 04:45:26,-26.132454,28.229035,61,50.0,57297.832,0.0,0.14,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:45:36,-26.130995,28.229545,59,60.0,57298.002,0.0,0.03,"Kempton Park, Gauteng, South Africa",OR Tambo
Turning, ,2022-07-01 04:45:44,-26.130212,28.229992,41,60.0,57298.1,0.0,0.38,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:45:46,-26.131427,28.2306,0,60.0,57298.1,0.0,0.21,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:45:56,-26.130915,28.230617,49,60.0,57298.2,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
Road Speed, ,2022-07-01 04:46:03,-26.131672,28.23059,29,20.0,57298.284,0.11,0.02,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:46:13,-26.132413,28.230565,27,60.0,57298.367,0.09,0.14,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:46:23,-26.133125,28.229762,31,60.0,57298.479,-0.11,0.14,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:46:30,-26.133717,28.229749,0,60.0,57298.479,0.14,0.08,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:46:30,-26.133539,28.229722,0,60.0,57298.479,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:46:48,-26.134675,28.229609,33,60.0,57298.652,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:46:52,-26.135219,28.229559,0,60.0,57298.652,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 04:49:43,-26.135219,28.229559,0,60.0,57298.652,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 05:46:54,-26.135219,28.229559,0,60.0,57298.652,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 05:47:06,-26.135219,28.229559,0,60.0,57298.652,0.0,0.0,"Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 05:50:18,-26.132952,28.224822,46,120.0,57299.146,0.0,0.0,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 05:50:18,-26.132952,28.224822,46,120.0,57299.146,0.0,0.0,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 05:50:19,-26.13303,28.22489,45,120.0,57299.157,-0.03,0.21,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",OR Tambo
Turning, ,2022-07-01 05:50:24,-26.133187,28.225504,22,120.0,57299.22,-0.14,0.39,"R21, Kempton Park, Gauteng, South Africa",OR Tambo
Turning, ,2022-07-01 05:50:25,-26.133077,28.225607,35,120.0,57299.236,0.37,0.41,"R21, Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 05:50:35,-26.131077,28.226714,91,120.0,57299.485,0.03,0.13,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 05:50:45,-26.129272,28.228715,106,120.0,57299.768,0.0,0.0,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",OR Tambo
, ,2022-07-01 05:51:02,-26.126542,28.233325,113,120.0,57300.319,0.06,0.17,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:51:12,-26.12414,28.235339,119,120.0,57300.653,0.0,0.18,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
Road Speed, ,2022-07-01 05:51:22,-26.121015,28.236062,121,120.0,57301.008,-0.03,0.0,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
Road Speed, ,2022-07-01 05:51:45,-26.11389,28.23741,120,60.0,57301.812,0.0,0.12,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:51:55,-26.111038,28.238585,120,120.0,57302.15,-0.03,0.06,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:52:05,-26.108508,28.240244,114,120.0,57302.477,0.0,0.06,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:52:15,-26.106325,28.24243,118,120.0,57302.803,0.0,0.0,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:52:25,-26.104545,28.245037,117,120.0,57303.13,0.0,0.06,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:52:35,-26.103274,28.248015,119,120.0,57303.459,0.0,0.0,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
Road Speed, ,2022-07-01 05:52:59,-26.100738,28.255581,123,120.0,57304.266,-0.03,0.06,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
Road Speed, ,2022-07-01 05:53:09,-26.09923,28.258619,123,120.0,57304.612,0.0,0.06,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:53:33,-26.095223,28.264845,110,120.0,57305.377,0.0,0.11,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:53:43,-26.09319,28.267059,115,120.0,57305.693,0.03,0.06,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:53:53,-26.090848,28.268584,105,120.0,57305.995,0.0,0.05,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:54:03,-26.088324,28.269474,108,120.0,57306.289,0.09,0.0,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
Road Speed, ,2022-07-01 05:54:21,-26.083155,28.271084,123,120.0,57306.886,0.03,0.12,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
Road Speed, ,2022-07-01 05:54:55,-26.07275,28.273101,123,120.0,57308.061,0.0,0.12,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:55:05,-26.069952,28.274334,118,120.0,57308.395,0.0,0.0,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:55:52,-26.056765,28.280609,119,120.0,57309.99,0.03,0.11,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:56:02,-26.053885,28.281149,114,120.0,57310.315,-0.03,0.06,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:56:12,-26.051085,28.280606,114,120.0,57310.631,0.0,0.11,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:56:22,-26.048602,28.279024,116,120.0,57310.949,0.06,0.06,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:57:48,-26.027703,28.263034,120,120.0,57313.769,0.03,0.12,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
Road Speed, ,2022-07-01 05:57:58,-26.02492,28.261807,123,120.0,57314.102,0.0,0.0,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
, ,2022-07-01 05:58:19,-26.018807,28.259744,117,120.0,57314.812,-0.03,0.11,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
Road Speed, ,2022-07-01 05:58:30,-26.015843,28.25815,121,120.0,57315.178,0.03,0.06,"Albertina Sisulu Freeway, Kempton Park, Gauteng, South Africa",
Road Speed, ,2022-07-01 05:59:21,-26.002095,28.250374,121,120.0,57316.893,0.0,0.12,"Albertina Sisulu Freeway, Tembisa, Gauteng, South Africa",
, ,2022-07-01 05:59:31,-25.999175,28.249652,118,120.0,57317.225,0.0,0.11,"Albertina Sisulu Freeway, Tembisa, Gauteng, South Africa",
, ,2022-07-01 05:59:41,-25.996262,28.249955,114,120.0,57317.551,-0.03,0.0,"Albertina Sisulu Freeway, Tembisa, Gauteng, South Africa",
, ,2022-07-01 06:02:24,-25.952023,28.256759,61,120.0,57322.517,-0.26,0.03,"Albertina Sisulu Freeway, Clayville, Gauteng, South Africa",
Road Speed, ,2022-07-01 06:03:55,-25.931728,28.261561,125,120.0,57324.824,0.0,0.06,"Albertina Sisulu Freeway, Clayville, Gauteng, South Africa",
Road Speed, ,2022-07-01 06:04:05,-25.928594,28.261879,121,120.0,57325.174,0.0,0.0,"Albertina Sisulu Freeway, Clayville, Gauteng, South Africa",
Road Speed, ,2022-07-01 06:04:15,-25.925588,28.261947,123,120.0,57325.508,0.14,0.06,"Albertina Sisulu Freeway, Clayville, Gauteng, South Africa",
, ,2022-07-01 06:04:25,-25.92262,28.261674,117,120.0,57325.839,0.09,0.0,"Albertina Sisulu Freeway, Clayville, Gauteng, South Africa",
Road Speed, ,2022-07-01 06:04:35,-25.919673,28.261101,124,120.0,57326.172,0.03,0.0,"Albertina Sisulu Freeway, Centurion, Gauteng, South Africa",
Road Speed, ,2022-07-01 06:04:45,-25.916725,28.260237,127,120.0,57326.511,0.03,0.0,"Albertina Sisulu Freeway, Clayville, Gauteng, South Africa",
Road Speed, ,2022-07-01 06:04:55,-25.9137,28.259014,123,120.0,57326.869,-0.03,0.06,"Albertina Sisulu Freeway, Centurion, Gauteng, South Africa",
Road Speed, ,2022-07-01 06:04:55,-25.9137,28.259014,123,120.0,57326.869,-0.03,0.06,"Albertina Sisulu Freeway, Centurion, Gauteng, South Africa",
, ,2022-07-01 06:05:11,-25.909202,28.256969,118,120.0,57327.409,-0.03,0.06,"Albertina Sisulu Freeway, Centurion, Gauteng, South Africa",
Road Speed, ,2022-07-01 06:05:22,-25.905915,28.255837,128,120.0,57327.792,0.0,0.06,"Albertina Sisulu Freeway, Centurion, Gauteng, South Africa",
Road Speed, ,2022-07-01 06:05:32,-25.90279,28.255185,125,120.0,57328.145,0.06,0.0,"Albertina Sisulu Freeway, Centurion, Gauteng, South Africa",
Road Speed, ,2022-07-01 06:05:42,-25.899628,28.254767,123,120.0,57328.499,-0.06,0.06,"Albertina Sisulu Freeway, Centurion, Gauteng, South Africa",
Road Speed, ,2022-07-01 06:07:49,-25.861532,28.253192,123,120.0,57332.739,-0.03,0.06,"Albertina Sisulu Freeway, Centurion, Gauteng, South Africa",
, ,2022-07-01 06:08:44,-25.846043,28.250245,100,120.0,57334.486,-0.06,0.05,"Albertina Sisulu Freeway, Centurion, Gauteng, South Africa",
, ,2022-07-01 06:09:11,-25.840022,28.248642,88,120.0,57335.174,-0.09,0.04,"Albertina Sisulu Freeway, Centurion, Gauteng, South Africa",
, ,2022-07-01 06:09:26,-25.83678,28.247384,76,120.0,57335.556,0.0,0.0,"Albertina Sisulu Freeway, Centurion, Gauteng, South Africa",
, ,2022-07-01 06:09:36,-25.830705,28.243634,0,120.0,57335.556,0.0,0.07,"R21, Centurion, Gauteng, South Africa",
, ,2022-07-01 06:10:00,-25.831195,28.244134,81,120.0,57336.257,0.0,0.0,"R21, Centurion, Gauteng, South Africa",
, ,2022-07-01 06:10:05,-25.830532,28.243502,85,120.0,57336.354,0.03,0.2,"R21, Centurion, Gauteng, South Africa",
Turning, ,2022-07-01 06:10:12,-25.829042,28.243177,89,120.0,57336.523,-0.03,0.34,"R21, Centurion, Gauteng, South Africa",
, ,2022-07-01 06:10:22,-25.82735,28.24467,92,120.0,57336.763,0.06,0.04,"R21, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:10:32,-25.82582,28.246727,100,120.0,57337.031,-0.03,0.0,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:11:06,-25.819638,28.252934,90,120.0,57337.957,0.0,0.04,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:11:16,-25.817717,28.25441,106,120.0,57338.217,0.09,0.0,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:11:26,-25.81522,28.255984,119,120.0,57338.536,0.0,0.0,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:11:36,-25.81249,28.257285,117,120.0,57338.866,0.0,0.0,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
Road Speed, ,2022-07-01 06:12:12,-25.802165,28.261272,127,120.0,57340.082,-0.06,0.06,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:12:22,-25.799388,28.262821,118,120.0,57340.427,0.0,0.06,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:12:51,-25.792022,28.267867,118,120.0,57341.39,-0.03,0.06,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
Road Speed, ,2022-07-01 06:13:01,-25.789272,28.269082,122,120.0,57341.719,0.03,0.06,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:14:25,-25.765178,28.275157,113,120.0,57344.466,-0.06,0.06,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:14:35,-25.762511,28.275382,106,120.0,57344.763,0.0,0.05,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:14:57,-25.756797,28.27468,95,120.0,57345.403,-0.03,0.09,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:15:09,-25.753661,28.274165,104,120.0,57345.755,0.0,0.05,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:15:19,-25.751155,28.273134,106,120.0,57346.052,-0.06,0.05,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:15:29,-25.749005,28.271459,102,120.0,57346.344,-0.09,0.05,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:15:45,-25.746261,28.26855,92,120.0,57346.766,-0.03,0.04,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:16:00,-25.744113,28.266222,64,120.0,57347.1,-0.11,0.03,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
, ,2022-07-01 06:16:10,-25.743065,28.265264,61,120.0,57347.251,0.09,0.06,"Danie Joubert Freeway, Pretoria, Gauteng, South Africa",
